id,sitzung,wahlperiode,in_writing,speaker,speaker_cleaned,speaker_fp,sequence,text,filename,type,speaker_party
2369568,29,17,0,Dr. h. c. Hans Michelbach [CDU/CSU],Dr. h. c. Hans Michelbach,hans-michelbach,10,Wie hieß denn der Vorgänger?,data/txt/17029.txt,poi,cducsu
2369569,29,17,0,Carsten Schneider (Erfurt) (SPD),Carsten Schneider,carsten-schneider,11,"In der derzeitigen Wirtschaftskrise, die immer noch kritisch ist, tun Sie nichts, um die Konsolidierung der Staatsfinanzen nach vorne zu bringen.",data/txt/17029.txt,speech,spd
2369570,29,17,0,,,,12,Beifall bei der SPD,data/txt/17029.txt,poi,
2369571,29,17,0,Volker Kauder [CDU/ CSU],Volker Kauder,volker-kauder,13,So ein Quatsch!,data/txt/17029.txt,poi,cducsu
2369572,29,17,0,Carsten Schneider (Erfurt) (SPD),Carsten Schneider,carsten-schneider,14,"Im Ergebnis ist eine Nettokreditaufnahme von 80 Milliarden Euro vorgesehen. Das ist die höchste Neuverschuldung, die es je in der Bundesrepublik gegeben hat.",data/txt/17029.txt,speech,spd
2369573,29,17,0,Christian Ahrendt [FDP],Christian Ahrendt,christian-ahrendt,15,Dafür ist Steinbrück verantwortlich!,data/txt/17029.txt,poi,fdp
2369574,29,17,0,Carsten Schneider (Erfurt) (SPD),Carsten Schneider,carsten-schneider,16,"Das ist das Doppelte von dem, was einer Ihrer Vorgänger, Bundesminister Waigel, 1996 vorgesehen hatte. Es ist richtig: Es hätte auch unter anderen Regierungen und anderen Konstellationen eine hohe Neuverschuldung in diesem Jahr gegeben.",data/txt/17029.txt,speech,spd
2369575,29,17,0,Birgit Homburger [FDP],Birgit Homburger,birgit-homburger,17,Eine höhere!,data/txt/17029.txt,poi,fdp
2369576,29,17,0,Carsten Schneider (Erfurt) (SPD),Carsten Schneider,carsten-schneider,18,"Die Frage ist nur: Wäre sie auch so hoch, wenn es keine korrigierte Haushaltsplanung aufgrund Ihrer Klientelgeschenke und der bewussten Wählermanipulation durch die Zahlung von Spenden gäbe? Die Antwort ist: Nein.

Das belegen zwei Zahlen. Unter der Großen Koalition waren im Haushalt von Peer Steinbrück 25,6 Milliarden Euro als Konjunkturkomponente vorgesehen. Heute liegt sie bei 13 Milliarden Euro. Das sind die Zahlen, die der Minister selbst vorgelegt hat. Im Gegensatz zum ersten Regierungsentwurf enthält der zweite Regierungsentwurf, den Sie vorgelegt haben, aufgrund der verbesserten wirtschaftlichen Lage eine Entlastung von 10 Milliarden Euro. Was haben Sie gemacht? Haben Sie die Neuverschuldung um 10 Milliarden Euro gesenkt, oder haben Sie Steuergeschenke an Ihre Klientel, an Hotels, an Erben und an Unternehmen verteilt? Letzteres haben Sie getan, und das war der falsche Weg.",data/txt/17029.txt,speech,spd
2369577,29,17,0,,,,19,Beifall bei der SPD,data/txt/17029.txt,poi,
2369578,29,17,0,Carsten Schneider (Erfurt) (SPD),Carsten Schneider,carsten-schneider,20,"Es sind doch nicht die Opposition oder der Gewerkschaftsbund, sondern es ist der BDI, der Ihnen ein vernichtendes Zeugnis ausstellt. Der Präsident des BDI spricht von Orientierungslosigkeit, und das in einer Zeit, in der es notwendig wäre, dass wir als größte Volkswirtschaft die Führung in Europa übernehmen. Auch die international angesehene Zeitung Newsweek kommt zu einem klaren Urteil und fragt: Wo ist Frau Merkel? Irgendwann wird in Deutschland nicht nur die Frage gestellt: Wo ist der Bundespräsident?, sondern die Bild-Zeitung wird auch fragen: Wo ist Frau Merkel? Hat sie überhaupt eine Vorstellung davon, wie es in diesem Land weitergehen soll? Hat sie eine Vorstellung davon, wie viel Angst die Menschen vor Inflation haben, wie viel Angst sie davor haben, dass die Leistung, die der Staat derzeit noch erbringen kann, nicht mehr erreicht werden kann?

Wenn ich mir Ihre Antworten betrachte - der Haushalt ist ja in Zahlen gegossene Politik, er ist das Schicksalsbuch der Nation -, dann muss ich sagen: Es sieht sehr düster aus. Was tun Sie? Sie legen einen Haushalt vor, der in maßgeblichen Bereichen Entlastungen aufgrund der Verbesserung der konjunkturellen Lage beinhaltet. Sie könnten die Neuverschuldung deutlich weiter senken. Wir als SPD haben das vorgesehen. Wir kommen auf eine Neuverschuldung von 77 Milliarden Euro und würden nach unseren Planungen dabei auch noch die Investitionen stärken und internationale Zusagen erfüllen. Sie hingegen verteilen Geschenke an Ihre Wählerklientel. Das hat nichts mit dem Gemeinwohl und nichts mit Stimulierung der Wirtschaft in einer schwierigen Lage zu tun.",data/txt/17029.txt,speech,spd
2369579,29,17,0,,,,21,Beifall bei der SPD,data/txt/17029.txt,poi,
2369580,29,17,0,Carsten Schneider (Erfurt) (SPD),Carsten Schneider,carsten-schneider,22,"Wir stehen vor einer Herkulesaufgabe. Bis 2016 werden die Zinsausgaben bei einem normalen Zinsniveau - derzeit haben wir ein historisch niedriges Zinsniveau - um 60 Prozent, von heute 37 Milliarden Euro auf über 62 Milliarden Euro, steigen. Dafür haben Sie keine Vorsorge getroffen. Sie haben keine Gegenfinanzierung. Das Einzige, was die FDP vorträgt, ist ihre Mär von der Steuersenkung, die angeblich Wachstum bringen soll.",data/txt/17029.txt,speech,spd
2369581,29,17,0,Otto Fricke [FDP],Otto Fricke,otto-fricke,23,Richtig! Habt ihr keine Steuersenkungen gemacht?,data/txt/17029.txt,poi,fdp
2369582,29,17,0,Carsten Schneider (Erfurt) (SPD),Carsten Schneider,carsten-schneider,24,"Der Sachverständigenrat der Bundesregierung - dem sollten Sie einmal zuhören - kommt zu dem Ergebnis, dass das, was im Koalitionsvertrag vorgelegt wurde, keinerlei Konsolidierungserfordernissen entspricht. Er führt aus, dass Steuersenkungen zwar eine kleine Wachstumswirkung haben - wie groß sie ist, ist umstritten -, es aber keine Stimulierung gibt und auch keine komplette Gegenfinanzierung vorliegt. Was passieren wird, ist: Sie werden für die Reichen die Steuern senken, so wie Sie es im Wahlkampf versprochen haben, und bezahlen werden es die Armen.",data/txt/17029.txt,speech,spd
2369583,29,17,0,Dr. Hans-Peter Friedrich [Hof] [CDU/CSU],Dr. Hans-Peter Friedrich,hans-peter-friedrich,25,So ein Unfug!,data/txt/17029.txt,poi,cducsu
2369584,29,17,0,Bartholomäus Kalb [CDU/ CSU],Bartholomäus Kalb,bartholomaus-kalb,26,Geht es noch etwas einfacher?,data/txt/17029.txt,poi,cducsu
2369585,29,17,0,Carsten Schneider (Erfurt) (SPD),Carsten Schneider,carsten-schneider,27,Wir sehen das schon heute im Haushalt. Was haben Sie gemacht? Sie haben 900 Millionen Euro im Bereich der aktiven Arbeitsmarktpolitik faktisch eingespart.,data/txt/17029.txt,speech,spd
2369586,29,17,0,Norbert Barthle [CDU/CSU],Norbert Barthle,norbert-barthle,28,Stimmt nicht! Falsch! Das ist die Unwahrheit!,data/txt/17029.txt,poi,cducsu
2369587,29,17,0,Bartholomäus Kalb [CDU/CSU],Bartholomäus Kalb,bartholomaus-kalb,29,Das ist eines Haushälters unwürdig!,data/txt/17029.txt,poi,cducsu
2369588,29,17,0,Carsten Schneider (Erfurt) (SPD),Carsten Schneider,carsten-schneider,30,"Herr Westerwelle hat eine Debatte über Sozialhilfe bzw. Arbeitslosengeld II mit dem klaren Ziel der Stigmatisierung dieser Menschen, die nach Arbeit suchen, vom Zaun gebrochen.",data/txt/17029.txt,speech,spd
2369589,29,17,0,,,,31,Beifall bei der SPD,data/txt/17029.txt,poi,
2369590,29,17,0,Bartholomäus Kalb [CDU/CSU],Bartholomäus Kalb,bartholomaus-kalb,32,Das ist eine Aussage wider besseres Wissen!,data/txt/17029.txt,poi,cducsu
2369591,29,17,0,Carsten Schneider (Erfurt) (SPD),Carsten Schneider,carsten-schneider,33,"Und was ist das Ergebnis Ihrer Beratungen? 900 Millionen Euro - das sind über 10 Prozent der Mittel, die zur Verfügung stehen, um Arbeitslose wieder in den Arbeitsmarkt zu integrieren, um ihnen eine Chance zu geben - sperren Sie. Sie glauben doch nicht im Ernst, liebe Kollegen von der Union, dass die FDP diese Mittel - sie wollte sie früher immer halbieren - wieder freigeben wird.",data/txt/17029.txt,speech,spd
2369592,29,17,0,,,,34,Beifall bei der SPD,data/txt/17029.txt,poi,
2369593,29,17,0,Bartholomäus Kalb [CDU/CSU],Bartholomäus Kalb,bartholomaus-kalb,35,Unglaublich!,data/txt/17029.txt,poi,cducsu
2369594,29,17,0,Carsten Schneider (Erfurt) (SPD),Carsten Schneider,carsten-schneider,36,"Das wird nicht der Fall sein. Die Arbeitslosen in diesem Land werden für die Politik der CDU/CSU und der FDP bluten.

Was Sie finanzpolitisch machen, ist eine Geisterfahrt; man kann das nicht anders nennen. Ihre Aufgabe wäre es, den Leuten zu Beginn Ihrer Koalitionszeit reinen Wein einzuschenken. Zum Glück haben wir in der letzten Legislaturperiode eine Schuldenbremse eingeführt, um die hohen öffentlichen Defizite zurückzuführen. Das bedeutet, dass Sie ab 2011 jedes Jahr zwischen 10 und 15 Milliarden Euro - das hängt von der Zinsentwicklung ab - kumuliert zurückführen müssen. Ich halte das für unabdingbar; das ist notwendig. Haben Sie in den letzten fünf Monaten irgendeine Antwort darauf gegeben, wie Sie diese Herkulesaufgabe, die größte Aufgabe, vor der diese Regierung und dieses Land stehen, bewältigen wollen? Nein.",data/txt/17029.txt,speech,spd
2369595,29,17,0,,,,37,Beifall bei der SPD,data/txt/17029.txt,poi,
2369596,29,17,0,Carsten Schneider (Erfurt) (SPD),Carsten Schneider,carsten-schneider,38,Sie haben drei Gesetze gemacht. Eines nennen Sie „Wachstumsbeschleunigungsgesetz“. Das Gegenteil ist der Fall: Es ist ein Klientelbeglückungsgesetz.,data/txt/17029.txt,speech,spd
2369597,29,17,0,Norbert Barthle [CDU/CSU],Norbert Barthle,norbert-barthle,39,Quatsch!,data/txt/17029.txt,poi,cducsu
2369598,29,17,0,Carsten Schneider (Erfurt) (SPD),Carsten Schneider,carsten-schneider,40,"Sie haben ein Gesetz gemacht, das darauf zielt, die Umsatzsteuer noch unübersichtlicher zu regeln, sodass überhaupt keiner mehr durchblickt. Die FDP wollte immer eine Vereinfachung; aber alles, was Sie bisher gemacht haben, verursacht mehr Bürokratie, verunsichert die Menschen und sorgt für weniger Durchsicht.",data/txt/17029.txt,speech,spd
2369599,29,17,0,,,,41,Beifall bei der SPD,data/txt/17029.txt,poi,
2369600,29,17,0,Carsten Schneider (Erfurt) (SPD),Carsten Schneider,carsten-schneider,42,"Ein Gesetz, das Sie beschlossen haben, das Sozialversicherungs-Stabilisierungsgesetz, tragen wir in Teilen mit, im entscheidenden Teil aber nicht, nämlich da, wo es um die sogenannte Kuhschwanzprämie geht. Das sind drei Gesetze in fünf Monaten. Neue Subventionen für Bauern - das ist Ihre Priorität in diesem Land. So geht das nicht weiter.",data/txt/17029.txt,speech,spd
2369601,29,17,0,,,,43,Beifall bei Abgeordneten der SPD,data/txt/17029.txt,poi,
2369602,29,17,0,Volker Kauder [CDU/CSU],Volker Kauder,volker-kauder,44,Die Sozis bezeichnen die Bauern als „Kuhschwänze“! Super!,data/txt/17029.txt,poi,cducsu
2369603,29,17,0,Carsten Schneider (Erfurt) (SPD),Carsten Schneider,carsten-schneider,45,"Wenn wir sehen, wo Sie gekürzt haben, dann fragen wir uns schon, ob Sie wirtschaftspolitisch noch ganz bei der Sache sind. Sie kürzen die Investitionen um 400 Millionen Euro. Wenn wir bisher eine bessere wirtschaftliche Entwicklung als prognostiziert hatten, dann liegt das an den Maßnahmen - eigentlich soll man sich ja nicht selbst loben -, die wir in der vergangenen Regierungszeit beschlossen haben. Das kommunale Investitionsprogramm, die Abwrackprämie und die Stimuli im Bereich der Bezieher von kleinen Einkommen haben dazu geführt, dass die Wirtschaft nicht so stark abgestürzt ist wie prognostiziert. Da besteht ein elementarer Zusammenhang zu den Investitionen. Was Sie jetzt machen, ist, genau das zu konterkarieren.",data/txt/17029.txt,speech,spd
2369604,29,17,0,,,,46,Beifall bei Abgeordneten der SPD,data/txt/17029.txt,poi,
2369605,29,17,0,Ulrike Flach [FDP],Ulrike Flach,ulrike-flach,47,Das stimmt doch gar nicht!,data/txt/17029.txt,poi,fdp
2369606,29,17,0,Carsten Schneider (Erfurt) (SPD),Carsten Schneider,carsten-schneider,48,"Dafür gibt es Belege:

Sie kürzen die Investitionen um 400 Millionen Euro. Ökonomisch großartig! Große Leistung! Das führt dazu, dass bei den Investitionen im Baubereich - Stichwort: Nachfrage - bis zu 1 Milliarde Euro an öffentlichen Mitteln einschließlich Kofinanzierung fehlen wird.

Sie kürzen die Verpflichtungsermächtigungen, und zwar auch für Aufgaben bzw. Aufträge der kommenden Jahre, um 4 Milliarden Euro. Auch das wird aufgrund der Kofinanzierung dazu führen, dass bis zu 10 Milliarden Euro zusätzlich verloren gehen. Ich frage mich: Lesen Sie eigentlich den Wirtschaftsteil der Zeitung? Wissen Sie eigentlich, wie es um dieses Land bestellt ist? Wir sind in einer sehr kritischen Situation, und Sie machen nichts weiter als eine wirtschaftspolitische und finanzpolitische Geisterfahrt. Ich finde, das ist nicht hinnehmbar.",data/txt/17029.txt,speech,spd
2369607,29,17,0,,,,49,Beifall bei der SPD,data/txt/17029.txt,poi,
2369608,29,17,0,Carsten Schneider (Erfurt) (SPD),Carsten Schneider,carsten-schneider,50,"Frau Bundeskanzlerin, Sie haben auf vielen internationalen Gipfeln große Versprechen gemacht. Für die Entwicklungshilfe - Stichwort: ODA-Mittel - wollten Sie - das haben Sie schon 2006 und später in vielen Sonntagsreden immer wieder gesagt - 0,51 Prozent vom Bruttoinlandsprodukt ausgeben. Ich habe von Ihnen bisher noch kein einziges Wort dazu gehört, dass Sie den Ansatz des Jahres 2009 halten. Wir hätten eine Steigerung um mehrere Milliarden Euro gebraucht, um die gemachten Zusagen einzuhalten. Ich habe nicht gehört, was Sie dazu sagen. Kein Wort!

Im Bereich Klimaschutz haben Sie in Kopenhagen eine feste Zusage gemacht. 2010 wollten Sie dafür 420 Millionen Euro zur Verfügung stellen. Was steht im Haushalt? 70 Millionen Euro! Frau Bundeskanzlerin, ich erwarte, dass Sie dazu einmal klar Stellung nehmen, dass Sie klar sagen: „Wir können uns das nicht mehr leisten“ oder etwas anderes.",data/txt/17029.txt,speech,spd
2369609,29,17,0,,,,51,Beifall bei der SPD und dem BÜNDNIS 90/ DIE GRÜNEN sowie bei Abgeordneten der LINKEN,data/txt/17029.txt,poi,
2369610,29,17,0,Carsten Schneider (Erfurt) (SPD),Carsten Schneider,carsten-schneider,52,"Aber einfach abzutauchen, so zu tun, als würden diese Zusagen nicht existieren, sich davor zu drücken, das ist einer Bundeskanzlerin der Bundesrepublik Deutschland nicht würdig.

Was macht der Bundesfinanzminister in dieser Situation? Er beginnt eine Debatte über einen europäischen Währungsfonds. Zur Frage der Staatsfinanzierung Griechenlands gab es gestern ein Treffen. Die Erkenntnisse dazu sind bisher rudimentär. Ich würde Sie bitten, Herr Bundesminister Schäuble, dass Sie dem Deutschen Bundestag und der deutschen Öffentlichkeit klar sagen, was dort gestern besprochen wurde und was auf Deutschland zukommt. Müssen wir für Griechenland bürgen? Müssen wir Kredite für Griechenland absichern? Gehen wir da selbst ins Risiko, oder ist die ablehnende Haltung, die die FDP immer wieder vorgetragen hat, die maßgebliche in der Bundesregierung? Ich hätte darüber gern Klarheit.",data/txt/17029.txt,speech,spd
2369611,29,17,0,,,,53,Beifall bei der SPD,data/txt/17029.txt,poi,
2369612,29,17,0,Dr. h. c. Hans Michelbach [CDU/CSU],Dr. h. c. Hans Michelbach,hans-michelbach,54,Was wollen Sie denn? Was ist Ihr Vorschlag?,data/txt/17029.txt,poi,cducsu
2369613,29,17,0,Carsten Schneider (Erfurt) (SPD),Carsten Schneider,carsten-schneider,55,Dreimal haben wir dieses Thema im Haushaltsausschuss angesprochen. Nichts ist uns dazu berichtet worden. Doch es treibt die Menschen um.,data/txt/17029.txt,speech,spd
2369614,29,17,0,Otto Fricke [FDP],Otto Fricke,otto-fricke,56,Was wollt ihr? Was will die SPD?,data/txt/17029.txt,poi,fdp
2369615,29,17,0,Carsten Schneider (Erfurt) (SPD),Carsten Schneider,carsten-schneider,57,"Wir wollen wissen: Ist der Euro sicher? Ist er stabil? Welche Antwort geben Sie darauf? Warum werfen Sie als Nebelkerze die Idee eines europäischen Währungsfonds in den Raum, der in den nächsten 10 bis 20 Jahren niemals Realität werden wird, wenn Sie nicht einmal heute erklären können, was Sache ist?",data/txt/17029.txt,speech,spd
2369616,29,17,0,,,,58,Beifall bei der SPD,data/txt/17029.txt,poi,
2369617,29,17,0,Carsten Schneider (Erfurt) (SPD),Carsten Schneider,carsten-schneider,59,"Wenn Sie fragen, welches Instrument es sonst gibt, kann ich Ihnen klar antworten. Es gibt bereits ein Instrument: den Internationalen Währungsfonds. Er ist genau dafür da. Die Etats wurden erhöht, um zusätzlich eingreifen zu können. Wir sehen in Ungarn und im Baltikum, dass es funktioniert.",data/txt/17029.txt,speech,spd
2369618,29,17,0,Bartholomäus Kalb [CDU/CSU],Bartholomäus Kalb,bartholomaus-kalb,60,Das sind aber keine Euroländer!,data/txt/17029.txt,poi,cducsu
2369619,29,17,0,Carsten Schneider (Erfurt) (SPD),Carsten Schneider,carsten-schneider,61,"Ich frage mich: Warum nutzen Sie dieses Instrument nicht auch hier, sondern verschlechtern mit Zusagen die Refinanzierungssituation Deutschlands?

Wir haben ein sehr gutes Rating; wir stehen noch sehr gut da. Wir nehmen pro Jahr Kredite in Höhe von 350 Milliarden Euro auf. Da ist jeder Zehntelprozentpunkt, den wir mehr bezahlen müssen, entscheidend. Fragen Sie sich doch mal eines: Wenn Sie nicht mehr nur den Bund, sondern auch noch Griechenland und alle anderen möglichen Länder mit betrachten, meinen Sie, es wird dann teurer oder billiger für den Bund? Die Refinanzierung würde teurer werden. Deswegen sage ich: Vorsicht an der Bahnsteigkante. Über die europäischen Verträge und die Sanktionsmechanismen kann und muss man reden. Man sollte aber nichts verschleiern, man sollte nicht Mittel geben, ohne dies der deutschen Öffentlichkeit zu sagen. Ich möchte Sie bitten, an dieser Stelle für Klarheit zu sorgen.",data/txt/17029.txt,speech,spd
2369620,29,17,0,,,,62,Beifall bei der SPD,data/txt/17029.txt,poi,
2369621,29,17,0,Carsten Schneider (Erfurt) (SPD),Carsten Schneider,carsten-schneider,63,"Wir als Opposition kritisieren vor allen Dingen, dass Sie im Haushalt 2010 nicht sparen. Sie tun nur so. Ich nenne Ihnen ein Beispiel: das Rüstungsprojekt A400M, ein Transportflugzeug. Auch darüber haben wir immer wieder Auskunft verlangt; aber sie ist bisher nicht gegeben worden. Dieses Projekt wird teurer. Das hat Minister Guttenberg gesagt. Für die gleichen Stückzahlen müssen wir nun mehr zahlen. Das führt dazu, dass sich der Preis für die Flugzeuge erhöht. In einem privatwirtschaftlichen Unternehmen ist so etwas natürlich sehr spannend. Stellen Sie sich das einmal vor: Sie haben einen Vertrag mit jemandem geschlossen, der dann vier Jahre später liefert, und Sie müssen dann auch noch mehr zahlen, als im Vertrag vereinbart ist, aber bekommen dafür nicht mehr. Das ist finanzpolitisch großartig. Ich finde, Sie gehen mit den Steuergeldern der Deutschen exzellent um. Anders als mit Ironie kann man das wirklich nicht strafen.

Der Höhepunkt ist, dass Sie sagen, Sie würden an dieser Stelle 100 Millionen Euro im Haushalt sparen. Sie wissen, dass Sie mehr ausgeben müssen. Der Staatssekretär sagt, dass Sie 350 Millionen Euro in diesem Jahr zahlen müssen, und Sie kürzen um 100 Millionen Euro. Was ist das? Das ist keine Kürzung; denn Sie werden diese 350 Millionen Euro zahlen müssen. Das ist eine Fata Morgana.",data/txt/17029.txt,speech,spd
2369622,29,17,0,,,,64,Beifall bei der SPD und dem BÜNDNIS 90/ DIE GRÜNEN,data/txt/17029.txt,poi,
2369623,29,17,0,Joachim Poß [SPD],Joachim Poß,joachim-poß,65,Guttenberg macht sowieso nur Fata-Morgana-Politik!,data/txt/17029.txt,poi,spd
2369624,29,17,0,Carsten Schneider (Erfurt) (SPD),Carsten Schneider,carsten-schneider,66,"Zum Schluss möchte ich diese Situation mit dem Start der letzten schwarz-gelben Regierung vergleichen. Sie hat ihren ersten Haushalt am 16. Dezember 1982 in zweiter und dritter Lesung beschlossen. Am Tag danach stellte der damalige Bundeskanzler Kohl im Deutschen Bundestag die Vertrauensfrage nach Art. 68 Grundgesetz, und das Parlament sprach ihm das Misstrauen aus. Frau Merkel, ich hätte nichts dagegen, wenn auch Sie das morgen tun würden. Diese Koalition hat abgewirtschaftet, bevor sie richtig begonnen hat.",data/txt/17029.txt,speech,spd
2369625,29,17,0,,,,67,Beifall bei der SPD sowie bei Abgeordneten der LINKEN und des BÜNDNISSES 90/DIE GRÜNEN,data/txt/17029.txt,poi,
2369626,29,17,0,Carsten Schneider (Erfurt) (SPD),Carsten Schneider,carsten-schneider,68,Das Misstrauen in der Koalition ist mit Händen zu greifen. Die Bürgerinnen und Bürger haben kein Vertrauen mehr zu dieser Chaostruppe des permanenten Selbstwiderspruchs. Dieses Land hat eine bessere Regierung verdient. Ich sage Ihnen: Meine Stimme hätten Sie morgen nicht.,data/txt/17029.txt,speech,spd
2369627,29,17,0,,,,69,Beifall bei der SPD,data/txt/17029.txt,poi,
2369628,29,17,0,Carsten Schneider (Erfurt) (SPD),Carsten Schneider,carsten-schneider,70,,data/txt/17029.txt,speech,spd
2369629,29,17,0,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,71,Norbert Barthle ist der nächste Redner für die CDU/ CSU-Fraktion.,data/txt/17029.txt,chair,
2369630,29,17,0,,,,72,Beifall bei der CDU/CSU und der FDP,data/txt/17029.txt,poi,
2369631,29,17,0,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,73,,data/txt/17029.txt,chair,
2369632,29,17,0,Norbert Barthle (CDU/CSU),Norbert Barthle,norbert-barthle,74,"Herr Präsident! Meine sehr geehrten Damen und Herren! Nach dieser heute ersten, von Polemik geprägten Rede des haushaltspolitischen Sprechers der SPD,",data/txt/17029.txt,speech,cducsu
2369633,29,17,0,Ute Kumpf [SPD],Ute Kumpf,ute-kumpf,75,"Das war eine gute Rede, Herr Kollege Barthle!",data/txt/17029.txt,poi,spd
