id,sitzung,wahlperiode,in_writing,speaker,speaker_cleaned,speaker_fp,sequence,text,filename,type,speaker_party
2423728,60,17,0,Hans-Joachim Hacker [SPD],Hans-Joachim Hacker,hans-joachim-hacker,11,"Das muss fortgesetzt werden, Herr Minister!",data/txt/17060.txt,poi,spd
2423729,60,17,0,"Dr. Peter Ramsauer, Bundesminister für Verkehr, Bau und Stadtentwicklung",Dr. Peter Ramsauer,peter-ramsauer,12,"- Wir sind bestens dabei.

Von der Vielzahl an Verkehrs- und Bauprojekten sowie Maßnahmen der Städtebauförderung profitieren dabei nicht nur die Bürgerinnen und Bürger in den neuen Ländern, sondern Gewinner dieser Entwicklung sind wir alle, ist unser ganzes Land in West und Ost.

Liebe Kolleginnen und Kollegen, damals wie heute ist sich die unionsgeführte Bundesregierung des überragenden Stellenwerts einer gut ausgestatteten Verkehrsinfrastruktur für den Wohlstand und die Chancen unseres Landes bewusst. Ich darf zunächst einmal den Verkehrsbereich ansprechen. Wir müssen mit Blick auf unsere Verkehrswege zwei ganz zentrale Aufgaben schultern. Wir müssen erstens die gute Qualität unseres Bestandsnetzes erhalten, und wir dürfen es nicht auf Verschleiß fahren. Wir müssen uns zweitens bereits heute rüsten für die sich ständig weiterentwickelnden Mobilitätserfordernisse der Menschen und der Wirtschaft von morgen. Hier ist natürlich die herausragende Herausforderung die Verkehrszunahme, die wir prognostizieren müssen. Wir brauchen also weiterhin einen bedarfsgerechten Aus- und Neubau neben dem Erhalt, und zwar für alle Verkehrsträger.",data/txt/17060.txt,speech,
2423730,60,17,0,,,,13,Beifall bei der CDU/CSU und der FDP,data/txt/17060.txt,poi,
2423731,60,17,0,"Dr. Peter Ramsauer, Bundesminister für Verkehr, Bau und Stadtentwicklung",Dr. Peter Ramsauer,peter-ramsauer,14,"Unsere Verkehrswege sind die entscheidenden Lebensadern unserer Gesellschaft und unserer Wirtschaft. Deshalb müssen wir auch bereit sein, die dazu erforderlichen finanziellen Mittel in ausreichender und verantwortbarer Weise zur Verfügung zu stellen.",data/txt/17060.txt,speech,
2423732,60,17,0,Johannes Kahrs [SPD],Johannes Kahrs,johannes-kahrs,15,Das wäre schön!,data/txt/17060.txt,poi,spd
2423733,60,17,0,"Dr. Peter Ramsauer, Bundesminister für Verkehr, Bau und Stadtentwicklung",Dr. Peter Ramsauer,peter-ramsauer,16,"- Das machen wir schön, Herr Kahrs, wenn es in den anstehenden Haushaltsberatungen darum geht, dies sicherzustellen.",data/txt/17060.txt,speech,
2423734,60,17,0,Johannes Kahrs [SPD],Johannes Kahrs,johannes-kahrs,17,Wir helfen!,data/txt/17060.txt,poi,spd
2423735,60,17,0,"Dr. Peter Ramsauer, Bundesminister für Verkehr, Bau und Stadtentwicklung",Dr. Peter Ramsauer,peter-ramsauer,18,"- Ich nehme Sie beim Wort. Mit Ihnen ist manchmal noch ganz gut reden. Aber dann hört es schon bald auf, wenn man in die Weiten Ihrer Fraktion hineingeht.",data/txt/17060.txt,speech,
2423736,60,17,0,,,,19,Heiterkeit bei der CDU/CSU,data/txt/17060.txt,poi,
2423737,60,17,0,"Dr. Peter Ramsauer, Bundesminister für Verkehr, Bau und Stadtentwicklung",Dr. Peter Ramsauer,peter-ramsauer,20,"Ich glaube, es ist uns gelungen, im Bundeshaushalt eine durchaus ansehnliche Verkehrsinvestitionslinie zu verankern. Für die Jahre 2011 bis 2014 wird sie ausweislich des vorliegenden Finanzplans mit konstant 9,7 Milliarden Euro auf einem höheren Niveau festgeschrieben, als dies in den Jahren 2001 bis 2008 mit durchschnittlich 9,4 Milliarden Euro der Fall war. Das kann sich durchaus sehen lassen. Aber eine klare Prioritätensetzung ist dennoch erforderlich. Priorität müssen solche Projekte haben, die den größten gesellschaftlichen, aber vor allen Dingen auch den größten ökonomischen Nutzen aufweisen. Beim Neubau wird es also vorrangig um die Beseitigung von Engpässen und den Ausbau überlasteter Hauptverkehrsachsen gehen.

Ich möchte beispielhaft ein Zukunftsprojekt herausgreifen. Für unser Land als führende Exportnation ist eine Verbesserung der Hinterlandanbindung der Häfen auch und vor allen Dingen auf der Schiene von herausragender Bedeutung.",data/txt/17060.txt,speech,
2423738,60,17,0,,,,21,Beifall bei der CDU/CSU und der FDP sowie bei Abgeordneten der SPD,data/txt/17060.txt,poi,
2423739,60,17,0,Uwe Beckmeyer [SPD],Uwe Beckmeyer,uwe-beckmeyer,22,Ich nehme Sie beim Wort!,data/txt/17060.txt,poi,spd
2423740,60,17,0,"Dr. Peter Ramsauer, Bundesminister für Verkehr, Bau und Stadtentwicklung",Dr. Peter Ramsauer,peter-ramsauer,23,"- Herr Beckmeyer, Sie auch. Es wird schon besser. - Die Realisierung der sogenannten Y-Trasse - das ist die Verbindung von Hannover, die sich y-mäßig Richtung Bremen und Hamburg verzweigt - ist ein Projekt, das kein isoliertes Prestigeprojekt darstellt, sondern ist pure Notwendigkeit, damit wir für die Zielorte und für die Absatzwege fertiger Produkte in Gesamtdeutschland eine stimmige und zukunftsfähige Verkehrsinfrastruktur bereitstellen können.",data/txt/17060.txt,speech,
2423741,60,17,0,,,,24,Beifall bei der CDU/CSU und der FDP sowie bei Abgeordneten der SPD,data/txt/17060.txt,poi,
2423742,60,17,0,"Dr. Peter Ramsauer, Bundesminister für Verkehr, Bau und Stadtentwicklung",Dr. Peter Ramsauer,peter-ramsauer,25,- Das ist ja fast wie früher zu Zeiten der Großen Koalition.,data/txt/17060.txt,speech,
2423743,60,17,0,Patrick Döring [FDP],Patrick Döring,patrick-doring,26,Nur dass wir jetzt auch mitklatschen!,data/txt/17060.txt,poi,fdp
2423744,60,17,0,"Dr. Peter Ramsauer, Bundesminister für Verkehr, Bau und Stadtentwicklung",Dr. Peter Ramsauer,peter-ramsauer,27,"- Stimmt, und weit darüber hinaus.

Wir alle, glaube ich - jetzt komme ich zu einem wichtigen Punkt -, sind gut beraten, immer den gesamtwirtschaftlichen Nutzen derartiger Projekte deutlich stärker in das öffentliche Bewusstsein zu rücken.",data/txt/17060.txt,speech,
2423745,60,17,0,,,,28,Beifall bei Abgeordneten der CDU/CSU und der FDP sowie des Abg. Johannes Kahrs [SPD],data/txt/17060.txt,poi,
2423746,60,17,0,"Dr. Peter Ramsauer, Bundesminister für Verkehr, Bau und Stadtentwicklung",Dr. Peter Ramsauer,peter-ramsauer,29,"Jeder von uns weiß um das Konfliktpotenzial von Großprojekten. Das war immer so, und leider Gottes fängt es jetzt wieder an. Wir wissen um die langen Planungszeiträume, und wir wissen um die langen, oft jahrzehntelangen Entscheidungsprozesse. Wenn dann aber endlich der Startschuss für die Realisierung eines Projekts fällt, dann sollten die Entscheidungen, die diesen Projekten vorangegangen sind, auch respektiert und mitgetragen werden.

Ich möchte hier ganz offen das Projekt Stuttgart 21 ansprechen. Die Bundeskanzlerin hat vorgestern an dieser Stelle schon das Notwendige gesagt. Stuttgart 21, liebe Kolleginnen und Kollegen, ist ein Projekt, das über 15 bis 20 Jahre hinweg nach allen Regeln rechtsstaatlicher Kunst als Projekt und als Baurecht zustande gekommen ist.",data/txt/17060.txt,speech,
2423747,60,17,0,,,,30,Zurufe von der LINKEN,data/txt/17060.txt,poi,
2423748,60,17,0,"Dr. Peter Ramsauer, Bundesminister für Verkehr, Bau und Stadtentwicklung",Dr. Peter Ramsauer,peter-ramsauer,31,"Es kann deshalb nicht hingenommen werden, dass nach einer solchen Rechtsfindung nach allen Regeln des Rechtsstaats entgegenstehende Kräfte für sich ein vermeintlich höherrangiges Recht reklamieren, das dem Recht nach rechtsstaatlichen Regeln entgegensteht.",data/txt/17060.txt,speech,
2423749,60,17,0,,,,32,Beifall bei der CDU/CSU und der FDP,data/txt/17060.txt,poi,
2423750,60,17,0,"Dr. Peter Ramsauer, Bundesminister für Verkehr, Bau und Stadtentwicklung",Dr. Peter Ramsauer,peter-ramsauer,33,"Liebe Kolleginnen und Kollegen, ein Staat - -",data/txt/17060.txt,speech,
2423751,60,17,0,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,34,"Herr Minister, gestatten Sie eine Zwischenfrage des Kollegen Schlecht?",data/txt/17060.txt,chair,
2423752,60,17,0,"Dr. Peter Ramsauer, Bundesminister für Verkehr, Bau und Stadtentwicklung",Dr. Peter Ramsauer,peter-ramsauer,35,"Ich bin mitten in diesem Gedanken. Das ist ein sehr zentraler Gedanke; er ist nicht nur verkehrspolitisch, sondern gesamtgesellschaftspolitisch wichtig.",data/txt/17060.txt,speech,
2423753,60,17,0,,,,36,Beifall bei der CDU/CSU,data/txt/17060.txt,poi,
2423754,60,17,0,Renate Künast [BÜNDNIS 90/DIE GRÜNEN],Renate Künast,renate-kunast,37,"Wir halten ihn fest, den Gedanken!",data/txt/17060.txt,poi,gruene
2423755,60,17,0,"Dr. Peter Ramsauer, Bundesminister für Verkehr, Bau und Stadtentwicklung",Dr. Peter Ramsauer,peter-ramsauer,38,"Liebe Kolleginnen und Kollegen, ein Staat, der dies hinnehmen würde, würde sich als Rechtsstaat dem Zweifel preisgeben. Die Politik muss natürlich zu den Resultaten klarer rechtsstaatlicher Prozeduren stehen. Die Politik muss zu dem stehen, was der Rechtsstaat hervorgebracht hat.",data/txt/17060.txt,speech,
2423756,60,17,0,Johannes Kahrs [SPD],Johannes Kahrs,johannes-kahrs,39,Sie muss auch überzeugen!,data/txt/17060.txt,poi,spd
2423757,60,17,0,"Dr. Peter Ramsauer, Bundesminister für Verkehr, Bau und Stadtentwicklung",Dr. Peter Ramsauer,peter-ramsauer,40,"Zu diesen Prozeduren gehören ganz ausdrücklich auch Bürgerbeteiligungen. Dazu gehören Parlamentsbeschlüsse, Gemeinderatsbeschlüsse, Gerichtsverfahren, Gerichtsurteile und vieles mehr. Tut die Politik dies nicht, dann wirkt sie selbst daran mit, dass Respektlosigkeit ihr selbst gegenüber und gegenüber dem Rechtsstaat um sich greift.",data/txt/17060.txt,speech,
2423758,60,17,0,,,,41,Beifall bei der CDU/CSU und der FDP,data/txt/17060.txt,poi,
2423759,60,17,0,"Dr. Peter Ramsauer, Bundesminister für Verkehr, Bau und Stadtentwicklung",Dr. Peter Ramsauer,peter-ramsauer,42,An die Adresse der SPD als größte Oppositionsfraktion sage ich: Stehen Sie zu diesem Projekt! Nehmen Sie sich ein Beispiel an Ihren Kolleginnen und Kollegen von der Südwest-SPD im Landtag von Baden-Württemberg! Ihr Spitzenkandidat Nils Schmid hat noch am vergangenen Samstag klipp und klar festgestellt:,data/txt/17060.txt,speech,
2423760,60,17,0,Johannes Kahrs [SPD],Johannes Kahrs,johannes-kahrs,43,Guter Mann!,data/txt/17060.txt,poi,spd
2423761,60,17,0,"Dr. Peter Ramsauer, Bundesminister für Verkehr, Bau und Stadtentwicklung",Dr. Peter Ramsauer,peter-ramsauer,44,"Aber wir wackeln nicht ... Die SPD steht in der Sache weiter zu Stuttgart 21 und dem Bau der Neustrecke Wendlingen-Ulm.

Und vorgestern, am Mittwoch:

Die verkehrlichen, ökologischen und städtebaulichen Vorteile überwiegen deutlich. Ein Ausstieg aus dem Projekt würde sich auf die Verkehrsinfrastruktur in Baden-Württemberg fatal auswirken.

Besser noch:

Ich persönlich bin auch bereit, Seite an Seite mit den Kollegen von den anderen Befürworter-Parteien gegen den Ausstieg zu streiten.

Donnerwetter, kann ich nur sagen. Klatschen!",data/txt/17060.txt,speech,
2423762,60,17,0,,,,45,Beifall bei der CDU/CSU und der FDP,data/txt/17060.txt,poi,
2423763,60,17,0,Johannes Kahrs [SPD],Johannes Kahrs,johannes-kahrs,46,Guter Mann!,data/txt/17060.txt,poi,spd
2423764,60,17,0,"Dr. Peter Ramsauer, Bundesminister für Verkehr, Bau und Stadtentwicklung",Dr. Peter Ramsauer,peter-ramsauer,47,"- Guter Mann, Herr Kahrs.",data/txt/17060.txt,speech,
2423765,60,17,0,,,,48,Zurufe vom BÜNDNIS 90/DIE GRÜNEN,data/txt/17060.txt,poi,
2423766,60,17,0,"Dr. Peter Ramsauer, Bundesminister für Verkehr, Bau und Stadtentwicklung",Dr. Peter Ramsauer,peter-ramsauer,49,"Meine lieben Kolleginnen und Kollegen, ich weiß zwar nicht, wer von der SPD sprechen wird, aber Herr Beckmeyer würde zum Beispiel gleich sagen: Zu dem haben Sie nichts gesagt, dazu haben Sie nichts gesagt, dazu haben Sie nichts gesagt. Sie wissen ganz genau, dass ich zu allem gern stundenlang sprechen würde. In den verbleibenden anderthalb Minuten möchte ich noch einige Punkte anreißen.

Zukunft der Städtebauförderung: Das ist ein Thema, das uns allen intensiv am Herzen liegt. Die Einschnitte, die jetzt im Entwurf stehen, sind für uns alle schmerzlich. Ich möchte mir aber den Hinweis erlauben: Wir alle miteinander können stolz darauf sein, in den schwierigen Jahren der Wirtschafts- und Finanzkrise gerade den Kommunen mit zweistelligen Milliardensummen aus dem Konjunkturpaket II - 10 Milliarden Euro, die durch Komplementärmittel und Länder- und Gemeindemittel aufgestockt wurden - geholfen zu haben. Diese Mittel sind vom Zweckcharakter her in Bereiche der Städtebauförderung und der energetischen Gebäudesanierung hineingeflossen. Das waren großartige Erfolge, und daran war natürlich auch die SPD beteiligt.",data/txt/17060.txt,speech,
2423767,60,17,0,,,,50,Beifall bei der CDU/CSU und der FDP sowie des Abg. Johannes Kahrs [SPD],data/txt/17060.txt,poi,
2423768,60,17,0,"Dr. Peter Ramsauer, Bundesminister für Verkehr, Bau und Stadtentwicklung",Dr. Peter Ramsauer,peter-ramsauer,51,"Beim Thema energetische Gebäudesanierung gehört auch zur Wahrheit, dass, weil das Programm ein Renner war, wir noch im Jahr 2009 damit begonnen haben, Haushaltsmittel aus den Jahren 2010 und 2011 vorzuziehen, um sie in diesen Bereich hineinzupumpen. Vorziehen heißt, dass sie später haushaltsmäßig nicht mehr zur Verfügung stehen. Das wissen auch Sie von der SPD, weil Sie selbst daran mitgewirkt haben. Jetzt müssen wir sehen, wie wir damit in den schwierigen Verhandlungen, die in den Haushaltsberatungen vor uns stehen, zurechtkommen.

Eine Reihe von weiteren Themen wäre zu nennen, beispielsweise die Verkehrssicherheit. Wir müssen uns Gedanken darüber machen, wie wir sie im Haushalt noch besser dotieren können. Ich nenne die Elektromobilität, die Stärkung des Logistikstandorts Deutschland und die Vernetzung von Verkehrsträgern. Wir haben in den kommenden Wochen reichlich Gelegenheit, all diese Themen zu erörtern. Ich als verantwortlicher Ressortminister freue mich auf diese Gespräche und lade die Opposition ein, konstruktiv mitzuarbeiten.

Besten Dank.",data/txt/17060.txt,speech,
2423769,60,17,0,,,,52,Beifall bei der CDU/CSU und der FDP,data/txt/17060.txt,poi,
2423770,60,17,0,"Dr. Peter Ramsauer, Bundesminister für Verkehr, Bau und Stadtentwicklung",Dr. Peter Ramsauer,peter-ramsauer,53,,data/txt/17060.txt,speech,
2423771,60,17,0,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,54,Für eine Kurzintervention erteile ich dem Kollegen Schlecht das Wort.,data/txt/17060.txt,chair,
2423772,60,17,0,Michael Schlecht (DIE LINKE),Michael Schlecht,michael-schlecht,55,"Herr Minister Ramsauer, seit Jahren wird in Stuttgart gegen Stuttgart 21 protestiert. Seit Ende Juli hat dieser Protest gewaltige Ausmaße angenommen. Es wird dort mehrmals in der Woche protestiert. Große Teile der Stuttgarter Bevölkerung beteiligen sich an diesen Demonstrationen. Wir hatten in der letzten Woche eine Demonstration mit 70 000 Teilnehmern. Man kann schätzen, dass in Stuttgart mittlerweile bei den vielen Demonstrationen ein Personenkreis von 100 000 bis 200 000 Menschen aktiv an den Protesten gegen Stuttgart 21 beteiligt war. Das heißt, fast die Hälfte der Bevölkerung in Stuttgart hat sich durch aktives Handeln gegen dieses Projekt ausgesprochen. Vor diesem Hintergrund finde ich es schon sehr merkwürdig, wenn Sie diesen Protest als ""entgegenstehende Kräfte"" bezeichnen. Das empfinden die Menschen in Stuttgart sicherlich als eine Verhöhnung ihres Einsatzes für ihre Interessen und für ihre demokratischen Rechte.

Danke schön.",data/txt/17060.txt,speech,linke
2423773,60,17,0,Arnold Vaatz [CDU/CSU],Arnold Vaatz,arnold-vaatz,56,"Herr Präsident, haben die diesmal keine Redezeit?",data/txt/17060.txt,poi,cducsu
2423774,60,17,0,Michael Schlecht (DIE LINKE),Michael Schlecht,michael-schlecht,57,,data/txt/17060.txt,speech,linke
2423775,60,17,0,"Dr. Peter Ramsauer, Bundesminister für Verkehr, Bau und Stadtentwicklung",Dr. Peter Ramsauer,peter-ramsauer,58,"Sehr geehrter Herr Kollege, ich bedanke mich für diese Frage. Wenn Sie sagen, es habe seit Jahren Proteste größerer und kleinerer Art gegeben, dann möchte ich daran erinnern, dass dieses Projekt seit Jahren von einem großen Lager ständig gefordert worden ist.",data/txt/17060.txt,speech,
2423776,60,17,0,,,,59,Beifall bei der CDU/CSU und der FDP,data/txt/17060.txt,poi,
2423777,60,17,0,"Dr. Peter Ramsauer, Bundesminister für Verkehr, Bau und Stadtentwicklung",Dr. Peter Ramsauer,peter-ramsauer,60,"Ich betone, dass heute, wie ich zitiert habe, auch die Landtagsfraktion der SPD im Landtag von Baden-Württemberg ganz offensichtlich nach wie vor zu diesem Projekt steht, und zwar unmissverständlich. Seit' an Seit', hat der Spitzenkandidat gesagt, stehe er dazu. Ich erinnere auch daran, dass im Rahmen aller rechtsstaatlichen Genehmigungs-, Verwaltungs- und Verfahrensprozeduren und Gerichtsverfahren alle erdenklichen zur Debatte stehenden Aspekte abgewogen worden sind und dass alle an diesem Prozess Beteiligten mit allen rechtsstaatlichen Mitteln das Ihre haben beitragen können. Das ist das, was ein Rechtsstaat bieten muss, und das, was er bieten kann. Ich als verantwortlicher Politiker muss aber dann auch fordern, dass die Ergebnisse solcher rechtsstaatlichen Prozeduren gesamtgesellschaftlich akzeptiert werden.",data/txt/17060.txt,speech,
2423778,60,17,0,,,,61,Beifall bei der CDU/CSU und der FDP,data/txt/17060.txt,poi,
2423779,60,17,0,"Dr. Peter Ramsauer, Bundesminister für Verkehr, Bau und Stadtentwicklung",Dr. Peter Ramsauer,peter-ramsauer,62,"Ich erinnere an ein weiteres Moment: die Legitimation. Ich habe von 15 bis 20 Jahren gesprochen. Gerade in den letzten Jahren haben Wahlen aller Art stattgefunden. Zwei Beispiele: Zu dem Zeitpunkt, als das letzte Mal der Stuttgarter Oberbürgermeister Schuster gewählt worden ist, war es nicht so, dass von diesem Projekt noch nie die Rede gewesen wäre. Dieses Projekt war damals zur Kommunal- und Oberbürgermeisterwahl klar auf der Tagesordnung. Dieser Oberbürgermeister ist mit einem guten Ergebnis wiedergewählt worden, und die Menschen wussten, wofür er steht.",data/txt/17060.txt,speech,
2423780,60,17,0,Lothar Binding [Heidelberg] [SPD],Lothar Binding,lothar-binding,63,Er hatte eine Bürgerbefragung versprochen!,data/txt/17060.txt,poi,spd
2423781,60,17,0,"Dr. Peter Ramsauer, Bundesminister für Verkehr, Bau und Stadtentwicklung",Dr. Peter Ramsauer,peter-ramsauer,64,"Vor vier Jahren wurde der baden-württembergische Landtag mit einem Ergebnis gewählt, das mich nur freuen kann. Auch damals hat Stuttgart 21 klar im Raum gestanden.",data/txt/17060.txt,speech,
2423782,60,17,0,Heike Hänsel [DIE LINKE],Heike Hänsel,heike-hansel,65,Nein!,data/txt/17060.txt,poi,linke
2423783,60,17,0,"Dr. Peter Ramsauer, Bundesminister für Verkehr, Bau und Stadtentwicklung",Dr. Peter Ramsauer,peter-ramsauer,66,"Diejenigen, die heute für dieses Projekt stehen, sind nicht nur irgendwann in letzter Zeit gewählt worden, sondern sie sind mit hervorragenden Ergebnissen wiedergewählt worden vor dem Hintergrund, dass sie für dieses Projekt stehen. Ich lasse deshalb keinerlei Zweifel an der rechtsstaatlichen sowie gesellschaftlichen und gesamtpolitischen Legitimation dieses Projekts.",data/txt/17060.txt,speech,
2423784,60,17,0,,,,67,Beifall bei der CDU/CSU und der FDP,data/txt/17060.txt,poi,
2423785,60,17,0,"Dr. Peter Ramsauer, Bundesminister für Verkehr, Bau und Stadtentwicklung",Dr. Peter Ramsauer,peter-ramsauer,68,,data/txt/17060.txt,speech,
2423786,60,17,0,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,69,Nächster Redner ist der Kollege Uwe Beckmeyer für die SPD-Fraktion.,data/txt/17060.txt,chair,
2423787,60,17,0,,,,70,Beifall bei Abgeordneten der SPD,data/txt/17060.txt,poi,
2423788,60,17,0,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,71,,data/txt/17060.txt,chair,
2423789,60,17,0,Uwe Beckmeyer (SPD),Uwe Beckmeyer,uwe-beckmeyer,72,"Herr Präsident! Meine sehr geehrten Damen und Herren! Liebe Kolleginnen und Kollegen! Herr Minister, zu dem zuletzt angesprochenen Thema ein Satz. Nach meiner Kenntnis wird in 2011 in Baden-Württemberg gewählt. Die Kanzlerin hat vorgestern deutlich gemacht: Das wird ein wichtiges Thema in diesem Wahlkampf sein. Die Bürger in Baden-Württemberg werden die Gelegenheit haben, bei dieser Abstimmung zu zeigen, wofür sie sind. - So weit zur Beteiligung der Bürger. Wir wünschen uns eigentlich noch mehr Beteiligung; vielleicht gibt es das.

Herr Minister, ich habe mich über Ihre Rede zum Teil gefreut. An manchen Stellen habe ich mich aber auch gefragt: Warum sagt er nicht noch mehr zu seinem Haushalt? - Das ist doch Ihr Haushalt, Herr Minister, den Sie uns hier als Entwurf vorlegen. Dazu hätten wir eigentlich gern noch etwas mehr gehört",data/txt/17060.txt,speech,spd
2423790,60,17,0,"Dr. Peter Ramsauer, Bundesminister",Dr. Peter Ramsauer,peter-ramsauer,73,Kommt noch!,data/txt/17060.txt,poi,
2423791,60,17,0,Uwe Beckmeyer (SPD),Uwe Beckmeyer,uwe-beckmeyer,74,"- das ist wunderbar -, weil das, was in diesem Haushaltsentwurf zu finden ist, schmerzlich, in einigen Bereichen aber auch unverständlich ist.",data/txt/17060.txt,speech,spd
2423792,60,17,0,,,,75,Beifall bei der SPD,data/txt/17060.txt,poi,
2423793,60,17,0,Uwe Beckmeyer (SPD),Uwe Beckmeyer,uwe-beckmeyer,76,"Als oppositioneller Sozialdemokrat muss ich das in dieser Rede natürlich sagen; ich werde daran nicht vorbeikommen.

Zum Fachpolitischen. Es gibt Schwerpunktsetzungen - es geht immerhin um viel Geld -, die mit meinem fachpolitischen Verständnis von Verkehrs- und Baupolitik überhaupt nicht in Einklang zu bringen sind. Man kann nicht sagen: ""Wir machen etwas mit Elektromobilität"", dann aber im Haushalt die Ansätze dafür vergessen. Das geht nicht. Man kann doch nicht am Ende die Finanzausstattung für all die Elektromobilitätsprojekte in den Regionen in Deutschland vergessen. Man kann doch nicht die Ansätze für Maßnahmen zur CO2-Reduzierung - wir alle wissen, dass das Handwerk und die Bundesrepublik Deutschland insgesamt sehr davon profitiert haben - im Grunde halbieren. Wir haben in Deutschland zurzeit eine Debatte über Integration. Und was passiert in Ihrem Haushalt? Die Mittel für die Städtebauförderung und für das Programm ""Soziale Stadt"" werden halbiert. Das sind doch gerade die Programme, mit denen wir in den Städten und Kommunen wirken können.",data/txt/17060.txt,speech,spd
2423794,60,17,0,,,,77,Beifall bei der SPD sowie des Abg. Stephan Kühn [BÜNDNIS 90/DIE GRÜNEN],data/txt/17060.txt,poi,
